"x","y","location"
25984.3475600663,7057891.10660838,"extension buffer"
122328.699244386,6759513.12465343,"inside region"
672595.968332432,7466763.76227318,"extension buffer"
658391.487580285,7512609.42240794,"extension buffer"
1043109.2711374,7982332.36564061,"extension buffer"
583926.729984061,7638575.38037217,"inside region"
503543.638373499,7706638.72218599,"extension buffer"
987668.005065216,7797187.2166823,"inside region"
611247.945278589,7661397.07688863,"inside region"
881141.935847146,7683919.17806971,"inside region"
880434.914442744,7752277.7740666,"inside region"
925541.189611939,7940323.42667363,"extension buffer"
755638.654459961,7819294.12027117,"inside region"
768323.490298018,7896075.9816029,"extension buffer"
817310.996471516,7919046.12943587,"extension buffer"
1130473.77785634,7884135.50873113,"extension buffer"
801595.142170017,7680182.41242588,"inside region"
-97775.3906085916,6686766.90815987,"extension buffer"
-159964.981647921,6656413.72002964,"extension buffer"
394247.536665797,6814410.22368431,"extension buffer"
463370.115495099,6801374.52650692,"extension buffer"
704422.431860168,7569906.39049539,"extension buffer"
-153755.655595411,6575760.42847783,"extension buffer"
1123628.66435874,7689608.74166826,"extension buffer"
228365.826726909,7240379.54763693,"extension buffer"
765094.621585504,7584057.91556416,"extension buffer"
-81962.4826186241,6944831.47082312,"extension buffer"
1060166.90915581,7919177.6825548,"extension buffer"
508726.801532681,7199946.64585284,"extension buffer"
444739.223354922,7187711.24379236,"inside region"
-61690.2566373462,6424147.97415713,"extension buffer"
668610.742195352,7629426.69532812,"inside region"
67997.0655743482,6935706.83207094,"inside region"
172687.30622905,6611253.74362822,"inside region"
179321.923658454,6672628.86760929,"inside region"
204789.574798231,6848553.21229128,"inside region"
266861.871574093,7137368.5446437,"inside region"
235985.751052431,7123377.02760735,"extension buffer"
293889.394459813,7090411.33876468,"inside region"
205977.493189851,6739756.68234903,"inside region"
293832.599831271,7244068.8442577,"extension buffer"
354110.382022688,7018770.98068056,"inside region"
347074.913723841,7052381.82720299,"inside region"
413142.950173991,7040891.20298063,"extension buffer"
1136886.08474143,7828367.37715201,"extension buffer"
202633.38300306,6554731.05036683,"inside region"
942184.190203267,7579976.14851674,"extension buffer"
799263.156882632,7854246.3566605,"inside region"
924188.480966721,7820850.78590203,"inside region"
199219.274243815,7209614.15639568,"extension buffer"
769171.643712636,7541104.94106232,"extension buffer"
375771.263538574,7123382.06250158,"inside region"
617814.470242595,7764435.84952739,"extension buffer"
278633.628066409,6790887.74930877,"inside region"
973720.757522145,7960034.90590074,"extension buffer"
984300.135719582,8002821.1993935,"extension buffer"
-36721.2409254552,6449228.9256102,"extension buffer"
408585.962563768,7259411.14589802,"inside region"
242767.302249567,6882162.73715369,"inside region"
615327.00757742,7695587.67125883,"inside region"
333606.933552526,7109955.92869479,"inside region"
260563.111082257,7184979.78766335,"extension buffer"
973322.47993938,7840571.54568782,"inside region"
347023.731359444,7280448.55981582,"inside region"
282766.940724198,7279339.92605594,"extension buffer"
-57695.9703284739,6833854.47315534,"extension buffer"
447853.417830823,6885926.50436679,"extension buffer"
-110681.78195507,6631256.16952839,"extension buffer"
170024.528470094,7128685.27463355,"extension buffer"
509583.555129915,7417320.65736808,"inside region"
756980.695653161,7947253.50453964,"extension buffer"
497956.663878319,7308181.57395281,"extension buffer"
32012.6553746063,6634566.44980194,"inside region"
138736.219553213,6846076.58428129,"inside region"
94337.4645107854,6870286.84125643,"inside region"
133835.012238918,6908281.92117997,"inside region"
20056.2259330853,6482063.2491066,"inside region"
64309.7266795112,6777297.7869076,"inside region"
1181059.52592958,7835226.7501067,"extension buffer"
362992.263413942,7610778.82156508,"extension buffer"
1080257.90497251,7861040.99922989,"inside region"
185502.687142198,6448083.45153618,"extension buffer"
1073143.67314207,7739148.54162207,"extension buffer"
8835.76282598673,6828453.52784735,"inside region"
650962.165810694,7880045.5673792,"extension buffer"
689905.131828483,7825689.34441565,"extension buffer"
250717.31896512,7330346.87930067,"extension buffer"
-90530.4847234709,6457109.28304212,"extension buffer"
1076662.91619216,7645972.94813568,"extension buffer"
210035.26480616,6616116.45802285,"inside region"
120593.405815869,6655334.61452104,"inside region"
614970.164134949,7457221.12399691,"extension buffer"
315799.291431924,7152741.6107608,"inside region"
-13854.1177295819,6388398.94414808,"extension buffer"
374454.449825908,6994668.95077079,"extension buffer"
721503.082453799,7625805.6596994,"inside region"
696037.941420464,7856928.80863334,"extension buffer"
457727.825165228,7125704.79723036,"inside region"
460353.988800117,7358776.93070152,"inside region"
598943.548419781,7546049.87944702,"inside region"
305563.909143107,6870320.08619734,"inside region"
312673.109102466,6454683.8661307,"extension buffer"
444721.557616713,7430084.36717597,"inside region"
470907.09065601,7491914.75880211,"inside region"
94105.0643968476,6744165.80230402,"inside region"
681431.009045275,7888341.68559471,"extension buffer"
106293.157776159,6386154.19782742,"extension buffer"
642633.232368281,7552745.16240511,"inside region"
889184.686765781,7937121.13420726,"extension buffer"
1004290.16370212,7859603.83456664,"inside region"
-6603.99691153805,6572923.1741133,"inside region"
-31781.5482191026,6480196.92325993,"extension buffer"
975423.39027419,7690586.024454,"extension buffer"
43532.5911218425,6539846.2680882,"inside region"
814891.810897575,7625273.32717211,"extension buffer"
545530.501668485,7321809.48902978,"extension buffer"
596999.369306045,7333535.32913965,"extension buffer"
550963.968121379,7370854.9915112,"extension buffer"
859995.454216297,7641918.55003249,"extension buffer"
720178.199593503,7500656.79598124,"extension buffer"
235643.917182598,7274895.75789969,"extension buffer"
909090.960661212,7625037.28852941,"extension buffer"
914946.789117594,7562730.86836359,"extension buffer"
334387.930152579,6768405.5582704,"inside region"
424114.429207069,6626981.00041911,"extension buffer"
336487.344122055,7484687.84352102,"extension buffer"
2215.90825104366,6421167.98005811,"extension buffer"
293025.798947796,6729335.68003094,"inside region"
1184744.63782249,7771103.36080021,"extension buffer"
910585.433739285,7880168.83724692,"inside region"
431991.861219119,7142140.31254427,"inside region"
1036177.46373847,7751538.90083117,"inside region"
1083289.06152747,7978920.82724543,"extension buffer"
439009.477169875,7264852.6099926,"inside region"
489441.996391001,7675993.57707159,"extension buffer"
445688.436286984,7720788.90290869,"extension buffer"
861390.242235477,7584207.41092543,"extension buffer"
-113811.916118674,6601175.20419571,"extension buffer"
-46176.7409383114,6920200.83691851,"extension buffer"
130401.445959583,7025779.49945694,"inside region"
149492.974384519,6968663.77882523,"inside region"
364122.684928789,7357733.98916253,"inside region"
413981.662321589,7358219.42627966,"inside region"
407975.780544197,7317441.94589833,"inside region"
946146.929474025,7677037.85889631,"extension buffer"
525352.25681478,7460025.30085456,"inside region"
283668.959784294,7488805.81553191,"extension buffer"
27372.8133642231,6376549.92008328,"extension buffer"
44933.6875387369,6586128.12220725,"inside region"
298619.476508847,6666948.31073769,"inside region"
340007.964660604,6509982.96438665,"extension buffer"
520877.589126225,7748373.28801251,"extension buffer"
387577.920047303,7229077.22782356,"inside region"
402626.154592737,7202457.16128876,"inside region"
362604.701424331,6665246.09873318,"extension buffer"
361776.468552986,6871559.93152789,"extension buffer"
262464.819031102,7395316.6872533,"extension buffer"
247405.209180534,6978108.24043315,"inside region"
1124817.27744593,7745850.2346697,"extension buffer"
495871.2358499,7444778.68868826,"inside region"
986140.34779713,7604965.16547959,"extension buffer"
1036871.29656982,7633610.9023209,"extension buffer"
1034454.50114921,7691693.33990216,"extension buffer"
565362.051074535,7700333.2780208,"inside region"
908363.607384459,7717605.80023784,"inside region"
942092.043199706,7736048.0541016,"inside region"
-86386.4700919626,6878920.67593517,"extension buffer"
-104179.626325114,6919193.84397872,"extension buffer"
735488.680539497,7862149.00838847,"extension buffer"
454809.422767532,7228065.68335013,"inside region"
120205.592703992,7082009.14136475,"extension buffer"
45176.8140527367,6691257.30781253,"inside region"
-143735.91778308,6783362.56516553,"extension buffer"
-143923.581716279,6814335.80635023,"extension buffer"
-100828.700886578,6823486.78014764,"extension buffer"
489231.607795494,7231692.72429524,"extension buffer"
102115.966544584,6984963.28065056,"inside region"
367941.784595113,6925862.69388937,"extension buffer"
384015.201922771,6786876.87386383,"inside region"
-12427.2778835818,6871090.29298185,"inside region"
453856.280711726,7402117.00002425,"inside region"
1179073.69982857,7872207.49074239,"extension buffer"
-51969.7636967692,6890615.80278321,"extension buffer"
433253.712681143,6662488.66709835,"extension buffer"
137978.854406149,7140454.06426055,"extension buffer"
488937.861302959,7151705.38997145,"extension buffer"
248057.367092391,6944160.96558349,"inside region"
406101.294281564,6885882.35794102,"extension buffer"
423763.681104094,6833112.69501249,"extension buffer"
256261.179139734,7074605.96133537,"inside region"
-65349.0288120143,6539205.38529316,"extension buffer"
969192.728782444,7901716.25101736,"inside region"
876816.85679417,7900683.67941311,"inside region"
414824.330492172,7643464.43653676,"extension buffer"
674028.277844961,7574471.06479543,"inside region"
23410.7266506849,6440596.48920298,"extension buffer"
51928.3640795595,6431974.8533085,"extension buffer"
208439.789997585,7102097.97593645,"extension buffer"
256063.594047749,6570019.35891483,"inside region"
325248.135813314,7350945.81824424,"extension buffer"
649819.065042182,7747288.86799801,"inside region"
340790.119510773,6613275.45866885,"extension buffer"
355227.471653568,6832464.23731257,"inside region"
48216.1849225959,6960169.60533755,"inside region"
-42747.5396543605,6562712.20241507,"inside region"
708309.686445191,7679619.02399371,"inside region"
545234.435736303,7167283.03552388,"extension buffer"
1019644.59150465,7999611.5731855,"extension buffer"
502031.064891323,7505967.67966507,"inside region"
986175.136082199,7750735.1682848,"inside region"
532851.17183386,7266961.09504026,"extension buffer"
246456.090059536,6522654.80193946,"extension buffer"
177312.428067488,6738095.03226093,"inside region"
142138.097307503,6737848.34084522,"inside region"
146487.972010324,6786077.83822574,"inside region"
979717.035355949,7632611.17663387,"extension buffer"
293003.56187008,7194215.55133798,"extension buffer"
340735.942891777,7206508.92687583,"inside region"
-61165.2667979592,6594760.84949955,"inside region"
-52735.2390349203,6791212.56659824,"inside region"
324286.190508636,6965782.37874968,"inside region"
391228.538931792,7281697.07848436,"inside region"
13667.7864442727,6953210.02201398,"inside region"
46235.6618411215,6907571.75660967,"inside region"
866461.40083136,7840035.07660302,"inside region"
307039.085852053,6495747.43232366,"extension buffer"
557047.813525064,7763130.65638286,"extension buffer"
752707.933983437,7707399.90618571,"inside region"
781608.528594472,7708983.02151039,"inside region"
-62445.5504185531,6978314.85141756,"extension buffer"
476727.376137443,7553284.05124926,"inside region"
502156.028708317,7540099.70462931,"inside region"
-114734.485005259,6510647.01751551,"extension buffer"
116388.562004634,6626986.84702449,"inside region"
83188.9933260635,6460400.18827847,"inside region"
363333.470917021,7329374.15384125,"inside region"
740976.058002938,7889690.66737156,"extension buffer"
425736.621984978,7697208.26954276,"extension buffer"
820879.348517439,7822840.58913494,"inside region"
851419.659444039,7777436.00539667,"inside region"
796431.564527877,7794267.57710266,"inside region"
221261.103765348,6792015.32747319,"inside region"
528693.929021509,7496725.95850403,"inside region"
698867.113057196,7723774.34815766,"inside region"
263605.108879405,6900794.19799026,"inside region"
326347.525685061,6694114.40864391,"inside region"
392208.565688577,6534442.04916636,"extension buffer"
268440.755746243,7426318.58140773,"extension buffer"
740294.898160235,7682720.46740589,"inside region"
610934.642531347,7736584.0774884,"inside region"
711864.776674189,7913465.24678451,"extension buffer"
307172.474017171,7474134.58495996,"extension buffer"
889778.514044935,7991812.30082477,"extension buffer"
506337.972401436,7365357.24198106,"inside region"
741506.811446772,7732619.14217392,"inside region"
181375.169014141,7055780.92183802,"inside region"
128347.778733531,6442698.97746676,"extension buffer"
-47551.2010063831,6663170.96735971,"inside region"
-17927.2460790831,6615602.94804464,"inside region"
-60024.6465635822,6622360.9708265,"inside region"
1095829.19576153,7823974.96773559,"inside region"
657561.61332352,7654707.89599119,"inside region"
833569.424143701,7996273.84598411,"extension buffer"
807435.954542189,7987514.0927038,"extension buffer"
839397.038442544,7943834.25050915,"extension buffer"
942068.206715555,8014439.39837371,"extension buffer"
930151.100752939,7968744.57067246,"extension buffer"
623937.096464204,7380567.71712471,"extension buffer"
541721.963407065,7592278.61470457,"inside region"
551143.470122928,7512710.20922584,"inside region"
163207.489346273,6650403.56680539,"inside region"
108262.665236763,6812945.99198371,"inside region"
64714.8187681882,6823838.50440651,"inside region"
857892.365807373,7669301.14392681,"inside region"
-25177.1189691884,7019419.47597831,"extension buffer"
37929.4981921024,6876751.04884636,"inside region"
756166.033402397,7653295.49608205,"inside region"
409446.64321013,7385606.48897484,"inside region"
351035.546959925,6903447.01025867,"inside region"
526223.395848096,7721685.96432515,"extension buffer"
669273.741640964,7807539.80477952,"extension buffer"
408944.317983482,6581381.86729818,"extension buffer"
-23932.522396578,6964561.01419132,"extension buffer"
-37230.2387785103,6699610.39186778,"inside region"
573196.147765669,7496872.22804852,"inside region"
68116.7435050667,6994745.91414366,"inside region"
998060.152069896,7948029.14886114,"extension buffer"
379871.510697662,7449824.09938565,"inside region"
347289.628698549,7436728.8466726,"extension buffer"
353324.3803447,7400586.88369943,"inside region"
1163067.54219013,7926545.82679871,"extension buffer"
805675.78068638,7943601.09536234,"extension buffer"
317929.020336666,7391382.10724737,"extension buffer"
282331.041140097,6578973.87531642,"inside region"
441725.83104485,6931019.28304389,"extension buffer"
173113.260809992,7185709.45896807,"extension buffer"
-92267.8488463268,6585113.60103351,"extension buffer"
-39915.8375667933,6755219.913776,"inside region"
307966.72592171,6841739.36683226,"inside region"
106786.567287753,6895360.1018689,"inside region"
84040.218728512,7072428.78122939,"extension buffer"
1166449.01532453,7729700.6388072,"extension buffer"
1150099.71521351,7783029.49798413,"extension buffer"
478570.254965213,7092903.31351129,"extension buffer"
466593.921090176,7067244.58211085,"extension buffer"
367363.186771202,6730245.29830266,"inside region"
818659.712623742,7575170.2528907,"extension buffer"
806379.235617352,7540862.8324246,"extension buffer"
-76046.7690994746,6505176.72773191,"extension buffer"
949970.479741268,7867303.43115562,"inside region"
999886.509269251,7885927.37561396,"inside region"
1116242.05966109,7906785.40669551,"extension buffer"
1148731.87268447,7949368.3689482,"extension buffer"
1031247.52659639,7829942.8516727,"inside region"
137759.328278353,6558179.6784636,"inside region"
332808.482883124,6638807.61078891,"inside region"
311325.378069171,7433973.14384315,"extension buffer"
511075.325326975,7046895.08535918,"extension buffer"
2538.29303967492,6917881.03097341,"inside region"
314113.190461608,6920432.11760868,"inside region"
695712.130089042,7637186.92038818,"inside region"
433822.098831297,7468049.98312924,"inside region"
401602.213396322,7148760.45634645,"inside region"
836337.198989043,7721592.46734072,"inside region"
524940.793273352,7071290.62773866,"extension buffer"
-105998.984549085,6549327.21040066,"extension buffer"
-151549.050259349,6726959.52362781,"extension buffer"
155679.513528901,6871360.19184713,"inside region"
308706.218674165,6762843.97088677,"inside region"
617646.101211701,7822119.36777258,"extension buffer"
448306.044015423,7521801.06371736,"inside region"
294894.132645619,6602088.82394703,"inside region"
548547.243040836,7538695.64938426,"inside region"
168122.774981155,6585370.52849701,"inside region"
490768.223382467,7179133.97805958,"extension buffer"
-110686.855709061,6863072.04603872,"extension buffer"
100666.290736557,6412673.76209955,"extension buffer"
451737.934285921,6699689.26154691,"extension buffer"
91174.888305781,6717239.12597134,"inside region"
186107.933266927,7152690.24493098,"extension buffer"
575743.481674803,7467047.82708241,"extension buffer"
1037393.46788135,7777505.82277353,"inside region"
1063875.75545555,7678996.66927932,"extension buffer"
1092249.23251128,7701079.85929599,"extension buffer"
555458.327372952,7280406.09540339,"extension buffer"
901936.117407374,7770609.84306249,"inside region"
553666.975116314,7228783.53675851,"extension buffer"
451526.83573281,7547463.68928133,"inside region"
458850.368342818,7332658.12560735,"inside region"
523930.701839318,7554138.65532293,"inside region"
210156.11159231,6986170.69105691,"inside region"
204161.141474338,7013240.48817287,"inside region"
157654.189675431,7007270.11477153,"inside region"
500252.122134982,7764817.18239611,"extension buffer"
-94558.6314956857,6788531.67348757,"extension buffer"
1126865.25776016,7771643.42204633,"extension buffer"
383767.154333327,6587463.49492736,"extension buffer"
224503.565627211,6470923.15441078,"extension buffer"
1011329.7424802,7741590.96641717,"inside region"
360696.823525525,7226580.34694942,"inside region"
566171.129747307,7421129.44842673,"extension buffer"
547076.586173272,7401432.09240023,"extension buffer"
591594.042730961,7415907.27422214,"extension buffer"
204767.470623695,7066482.79396035,"inside region"
-11683.2832603784,6844840.98140335,"inside region"
120809.688884614,6790170.99748184,"inside region"
504066.645491448,7596466.72543802,"inside region"
481300.265968465,7583823.23479665,"inside region"
325981.683847748,7295168.19856641,"inside region"
390508.474647218,7651413.07780748,"extension buffer"
458701.09054739,6861288.57771827,"extension buffer"
92626.6438779315,6947386.88224671,"inside region"
122789.47853313,6933966.97660523,"inside region"
75725.1800279983,6909903.62644824,"inside region"
630555.397218507,7608857.51533552,"inside region"
1197176.78305779,7810045.44078336,"extension buffer"
409650.597250871,7560401.5627657,"extension buffer"
76897.8499134952,6670263.92808239,"inside region"
57501.316592569,6718089.18896432,"inside region"
273157.483740191,6935187.68062338,"inside region"
278749.615708737,6987044.0305233,"inside region"
295813.364025325,6809606.92705,"inside region"
336934.141691703,6793876.47167365,"inside region"
710614.404219071,7810997.64998085,"inside region"
947191.394795716,7837111.34900614,"inside region"
948785.172797843,7786619.57097138,"inside region"
456238.343878375,7603899.07894209,"inside region"
458031.72296247,7630050.30577695,"extension buffer"
248776.579487552,7225002.65088371,"extension buffer"
355411.444833799,6468814.3026528,"extension buffer"
114535.219135221,6854510.97252134,"inside region"
967280.833048615,7586985.04333907,"extension buffer"
609084.175299676,7636222.67792694,"inside region"
576023.86390767,7368226.8427267,"extension buffer"
307768.893626087,7331553.48533859,"extension buffer"
374288.922804962,6610793.03602085,"extension buffer"
389031.829760124,6631817.91292361,"extension buffer"
840827.902522897,7624425.56541358,"extension buffer"
261622.415673856,6772029.7231864,"inside region"
560992.049622341,7446166.03989989,"inside region"
1012113.06769707,7804072.65754358,"inside region"
886079.963173341,7588780.32348091,"extension buffer"
900823.584211707,7803214.35747396,"inside region"
754899.208046668,7758900.10762795,"inside region"
712369.685967501,7776855.19874179,"inside region"
136006.689487691,6473852.87904613,"extension buffer"
933671.579210813,7603555.82600849,"extension buffer"
-122860.355403523,6690175.6629054,"extension buffer"
601124.902631876,7511848.26818551,"inside region"
620239.699365656,7495354.09340275,"extension buffer"
573337.446962153,7549499.03869627,"inside region"
936149.89976476,7917510.55549978,"inside region"
1143563.24890741,7595480.43730626,"extension buffer"
697807.19855981,7318036.21749814,"extension buffer"
986984.630307155,8094611.06052155,"extension buffer"
189390.136294801,6319613.39781285,"extension buffer"
544751.331071628,6705935.44427177,"extension buffer"
388634.734346859,6388264.20572073,"extension buffer"
-238352.523525527,6798210.48610363,"extension buffer"
1181051.70074546,8037349.61871012,"extension buffer"
1276546.82320704,7874082.09902653,"extension buffer"
-252007.081621538,6597091.89513278,"extension buffer"
288240.877682373,7672187.80771252,"extension buffer"
481098.340491852,6501519.30261395,"extension buffer"
999228.649882959,7498260.17807536,"extension buffer"
407839.371748399,7821119.46573151,"extension buffer"
596310.165365954,6997864.33151906,"extension buffer"
561475.546412408,7943912.64486344,"extension buffer"
140742.328194282,7362090.39680182,"extension buffer"
-138621.229135923,7057490.06263156,"extension buffer"
1267695.16391377,7693144.01148344,"extension buffer"
829084.966114557,8109458.22378751,"extension buffer"
-105148.067293059,6310479.09513599,"extension buffer"
-203131.81662633,6938644.67742695,"extension buffer"
818528.831895904,7453869.87871609,"extension buffer"
203452.85661533,7558487.80067813,"extension buffer"
52810.895165458,6235602.47756428,"extension buffer"
883.793604384584,7207981.95543273,"extension buffer"
666200.367631631,7145938.85275853,"extension buffer"
-247024.592153114,6424835.67553143,"extension buffer"
677139.850444114,8052821.32170394,"extension buffer"
515658.31566788,6598811.19421908,"extension buffer"
1254030.20324858,7964565.94884567,"extension buffer"
1093497.2807137,8098385.61142515,"extension buffer"
750319.307538085,7400691.80389474,"extension buffer"
350261.070597428,7754250.27895803,"extension buffer"
927885.677714908,7243268.01124303,"extension buffer"
537748.127333425,6920634.90754336,"extension buffer"
666447.628553071,7248106.89776798,"extension buffer"
473683.446604406,7873745.11393091,"extension buffer"
162318.587490218,7453301.54518163,"extension buffer"
1061152.71333295,7541488.26092861,"extension buffer"
1146809.61333177,7352818.04557796,"extension buffer"
103874.132469996,7279548.49443515,"extension buffer"
301630.42231658,8021509.97679626,"extension buffer"
-226449.219738066,6864138.0964677,"extension buffer"
-410257.64862238,6863286.53129386,"extension buffer"
246348.484177011,7607147.22668661,"extension buffer"
93629.2860355366,7698539.5612885,"extension buffer"
-79449.1683946912,7129481.30353483,"extension buffer"
-404845.541561621,7393565.66901923,"extension buffer"
295710.648642181,6322677.31843604,"extension buffer"
-68311.0502893102,7459700.11157884,"extension buffer"
750519.589733254,6820111.2734079,"extension buffer"
604471.184243173,6804789.56256386,"extension buffer"
1474073.89193875,7971279.60534333,"extension buffer"
-270689.443686927,7226354.83049005,"extension buffer"
249261.666130345,6088258.75889945,"extension buffer"
1202118.7107867,7629203.27547774,"extension buffer"
1390292.84400513,7501812.69049666,"extension buffer"
-472272.265617842,6599190.27928824,"extension buffer"
1244121.55015744,7488572.12217451,"extension buffer"
701320.890303631,6478076.09692711,"extension buffer"
517034.535878878,6653106.46800456,"extension buffer"
638904.865707302,6622852.34706072,"extension buffer"
703472.29976263,7371490.66458766,"extension buffer"
629469.505235085,7077179.21321577,"extension buffer"
829677.453719285,7014420.18053406,"extension buffer"
1269161.73459243,7822651.1506269,"extension buffer"
1411602.56159061,7828443.43859972,"extension buffer"
630299.969746911,7208322.25188395,"extension buffer"
894058.761377902,8098541.87971754,"extension buffer"
891021.524701387,8279283.66586456,"extension buffer"
630078.269476416,7987115.65726898,"extension buffer"
485784.732882275,8140172.40531393,"extension buffer"
-156970.107463439,6997645.93576076,"extension buffer"
-293679.059599642,7072297.47787579,"extension buffer"
332665.272408134,7703080.9454473,"extension buffer"
482474.560702845,6555814.57639943,"extension buffer"
529049.394677311,7894477.99043971,"extension buffer"
1261114.02056171,8245511.94801201,"extension buffer"
465303.156307198,6181018.42352715,"extension buffer"
897165.922574613,7454658.43343674,"extension buffer"
-171018.071677645,6391674.00522023,"extension buffer"
-286501.10828657,6230671.2580675,"extension buffer"
123295.868102487,6278579.24562729,"extension buffer"
-263822.240546927,6714670.97878522,"extension buffer"
156997.37961254,7294035.16798555,"extension buffer"
796905.903472789,7231599.52696425,"extension buffer"
2327.52095207878,6287810.5395261,"extension buffer"
-81564.5877711723,6156177.93599946,"extension buffer"
209839.94273725,7506270.28170372,"extension buffer"
273723.133823584,7878377.68688875,"extension buffer"
129565.787436271,5994480.82717763,"extension buffer"
86061.3138335166,7222041.23889554,"extension buffer"
263205.593731842,7755576.35054464,"extension buffer"
564824.792497383,6526562.16985654,"extension buffer"
575198.845057026,6339394.52044501,"extension buffer"
469657.883818466,7968787.36658238,"extension buffer"
1568174.42866073,7795557.28179462,"extension buffer"
659152.096424394,7307373.49761201,"extension buffer"
443030.589618566,6487649.64228957,"extension buffer"
495893.278421614,6401735.27431337,"extension buffer"
-206763.763548312,6819918.91560242,"extension buffer"
754071.175161635,7439624.95846067,"extension buffer"
963657.990530446,8071857.07487249,"extension buffer"
941427.131459264,8117981.26826709,"extension buffer"
1027253.05951243,8229199.29812073,"extension buffer"
884698.776073539,8188781.00421749,"extension buffer"
718948.234849368,8245832.95573835,"extension buffer"
1220536.92721594,7690272.70278585,"extension buffer"
472958.907197484,7829648.8642921,"extension buffer"
-222840.631702645,6621731.01703731,"extension buffer"
-275212.217809335,6654143.25891424,"extension buffer"
-396507.925524523,6708303.95730665,"extension buffer"
-362260.173401282,6585492.35151801,"extension buffer"
-440230.342030925,6407909.684074,"extension buffer"
1023077.83312653,7552052.35893701,"extension buffer"
1147386.17526624,7625991.55935692,"extension buffer"
1242859.72674656,7893251.80365189,"extension buffer"
297557.162755865,7632913.01952216,"extension buffer"
580874.030684719,7039115.41870742,"extension buffer"
1144747.90754409,8025321.66121991,"extension buffer"
191911.197407334,7414196.30341206,"extension buffer"
153479.452780242,6331966.27290497,"extension buffer"
1051424.52730029,8070108.786224,"extension buffer"
828718.946797841,7487481.61807317,"extension buffer"
735602.883266262,8038091.58134617,"extension buffer"
730587.203475632,8141570.24693284,"extension buffer"
-216814.144848385,6491839.75862378,"extension buffer"
514875.275473373,6952888.49646152,"extension buffer"
355939.138201169,6403274.45231207,"extension buffer"
349209.310218834,6345501.21803567,"extension buffer"
365308.748184262,6233652.80388291,"extension buffer"
439873.810097952,6301468.56570456,"extension buffer"
872.100270360048,7149418.43399066,"extension buffer"
-182840.974561989,6903267.17938169,"extension buffer"
215962.879548354,6203065.77269531,"extension buffer"
858981.339027452,7341182.01485862,"extension buffer"
248185.913978431,7565475.9363734,"extension buffer"
1319779.91835084,8103470.43085742,"extension buffer"
-318678.624727834,6933903.96271784,"extension buffer"
-461790.067225357,7024805.54981074,"extension buffer"
-82777.2198877684,7074931.79281188,"extension buffer"
507606.658178983,6688215.16866034,"extension buffer"
242699.995358143,6355664.67120254,"extension buffer"
1146440.16270434,8081015.51449967,"extension buffer"
1155211.93707594,8197119.50254271,"extension buffer"
1230534.80303263,8112122.4071416,"extension buffer"
136958.496382429,7523855.03145749,"extension buffer"
46868.8617084237,7451638.25046646,"extension buffer"
1144786.7263335,8360008.38932084,"extension buffer"
432314.053085542,7790497.2728431,"extension buffer"
994646.617201969,8165636.83542604,"extension buffer"
633925.505309401,7262691.33537674,"extension buffer"
378884.748911023,7732617.4177487,"extension buffer"
183162.020252652,7352055.89672849,"extension buffer"
-104685.475489226,7033595.17628082,"extension buffer"
1339845.37953109,7838747.21803085,"extension buffer"
1355900.94340446,7941872.64071001,"extension buffer"
1361875.58064377,7737152.90705108,"extension buffer"
615296.737161585,7154920.69066238,"extension buffer"
974375.061106839,6644105.69088462,"extension buffer"
377719.410876923,5919420.61584877,"extension buffer"
-202694.953998286,7693349.66027308,"extension buffer"
407747.841400008,8347301.41623114,"extension buffer"
-671404.236588164,6793997.68651154,"extension buffer"
1349649.39348846,7198939.87917951,"extension buffer"
1511261.15227174,7629290.228058,"extension buffer"
805018.85394145,6659067.17647401,"extension buffer"
983963.168802503,7083706.24859487,"extension buffer"
130053.560653854,8129465.0574302,"extension buffer"
42171.1068473061,7854984.95176157,"extension buffer"
560036.954109786,8286412.20143904,"extension buffer"
-220380.581497669,7387155.55584306,"extension buffer"
1088871.09213267,7204050.95266005,"extension buffer"
619179.301606368,6191561.051506,"extension buffer"
1300805.97475473,7345184.44046287,"extension buffer"
-224513.97152211,6082058.09645399,"extension buffer"
1576554.49964312,7420173.11037955,"extension buffer"
1477355.44496172,8131251.72209981,"extension buffer"
